SEXO;FORMA_INGRESSO;COTA2;FORMA_EVASAO2;COD_CURSO;ANO_INGRESSO;DT_EVASAO;ANO_EVASAO;PSC;Enem-L;Enem-CH;Enem-CN;Enem-M;Enem-R;EnemTotal;NotaAL1;NotaAL2;NotaC1;NotaIP;NotaAED1;CR-1P;N-MATR;N-DISC-APRV;N-DISC-APRV-1P;TX-INTEGR-DISC;TX-APROV-DISC;TX-APROV-DISC-1P;TX-APROVEIT-DISC
M;PSC;AC;Desistente;IE17;2012;19/09/2013;2013;;;;;;;;3.33;;;0.92;;4.021111111;9;3;3;0.073170732;0.333333333;0.6;0.041811847
F;SISU;AC;Desistente;IE17;2013;06/03/2015;2015;;586.4;648.4;459.9;527;720.0;588.34;1.07;;;0.68;0;2.593636364;18;0;0;0;0;0;0
M;SISU;AC;Desistente;IE17;2013;19/07/2017;2017;;;;;;;;5.83;;9;5.6;;4.965833333;17;8;4;0.195121951;0.470588235;0.8;0.130081301
M;PSC;AC;Desistente;IE17;2012;29/12/2016;2016;;;;;;;;3.89;;;1.4;;3.91;6;1;1;0.024390244;0.166666667;0.2;0.013937282
M;PSE;AC;Desistente;IE17;2014;01/07/2016;2016;;;;;;;;7.45;;0;1.07;0.11;3.941111111;13;4;2;0.097560976;0.307692308;0.4;0.07804878
F;SISU;AC;Desistente;IE17;2014;23/11/2015;2015;;626.6;655;548.7;624.8;800.0;651.02;6.67;;0.33;1.51;2.09;4.255;16;6;4;0.146341463;0.375;0.8;0.117073171
F;SISU;Renda;Desistente;IE17;2015;05/05/2017;2017;;591.4;655.4;556.9;511.1;800.0;622.96;0;;0;1.99;0.18;2.194444444;9;2;1;0.048780488;0.222222222;0.2;0.048780488
M;PSC;AC;Desistente;IE17;2015;21/06/2016;2016;;;;;;;;2.5;;;2.11;;2.53;5;1;1;0.024390244;0.2;0.2;0.024390244
M;Outros;Outro;Desistente;IE17;2014;14/03/2017;2017;;;;;;;;0;;0;0;0;0.444444444;9;0;0;0;0;0;0
F;PSC;AC;Formado;IE17;2012;19/01/2018;2018;;;;;;;;9.11;;6.83;3.77;6.98;6.8975;68;39;4;0.951219512;0.573529412;0.8;0.543554007
M;SISU;AC;Desistente;IE17;2012;26/03/2015;2015;;;;;;;;0;;;0;;0;24;0;0;0;0;0;0
M;PSC;AC;Desistente;IE17;2013;22/12/2016;2016;;;;;;;;5;;0;7.33;;5.18;42;10;6;0.243902439;0.238095238;1.2;0.162601626
M;SISU;AC;Formado;IE17;2012;18/03/2016;2016;;;;;;;;6;;6;7.56;;7.571875;66;31;3;0.756097561;0.46969697;0.6;0.432055749
F;PSC;AC;Desistente;IE17;2014;19/12/2017;2017;;465.8;508;477;340.5;640.0;486.26;0.22;;;0.15;;1.764;6;0;0;0;0;0;0
F;SISU;IndepRenda;Desistente;IE17;2015;22/02/2018;2018;;597.2;554.2;558.4;522.6;600.0;566.48;0;;0.28;0.45;0.85;2.567;20;4;2;0.097560976;0.2;0.4;0.097560976
M;SISU;AC;Desistente;IE17;2013;28/02/2016;2016;;544.1;686.7;528.4;672.6;740.0;634.36;0;;;1;;0.388333333;6;0;0;0;0;0;0
M;PSC;AC;Desistente;IE17;2012;07/11/2017;2017;;;;;;;;7.89;;5;5.37;;5.826923077;64;35;6;0.853658537;0.546875;1.2;0.487804878
M;SISU;AC;Desistente;IE17;2013;23/04/2014;2014;;653.3;663.2;550.8;660.5;800.0;665.56;0;;;0.2;;0.033333333;6;0;0;0;0;0;0
M;PSC;AC;Formado;IE17;2012;16/08/2017;2017;;;;;;;;10;;7.17;7.79;;8.3325;62;38;6;0.926829268;0.612903226;1.2;0.529616725
F;PSC;AC;Desistente;IE17;2012;28/02/2016;2016;;;;;;;;4.11;;;1.28;;4.965;6;3;3;0.073170732;0.5;0.6;0.041811847
M;SISU;IndepRenda;Desistente;IE17;2014;19/07/2017;2017;;634.1;599.1;561.6;551.1;900.0;649.18;0;;;0;;0.952857143;7;1;0;0.024390244;0.142857143;0;0.019512195
F;PSC;AC;Formado;IE17;2012;05/04/2017;2017;;;;;;;;10;;2.92;7.21;;7.596666667;64;39;6;0.951219512;0.609375;1.2;0.543554007
F;PSC;AC;Desistente;IE17;2013;19/12/2017;2017;;;;;;;;0;;;0.32;0;0.554166667;20;1;0;0.024390244;0.05;0;0.016260163
M;SISU;AC;Desistente;IE17;2012;26/06/2014;2014;;;;;;;;10;;7.83;7.49;;6.741666667;17;9;4;0.219512195;0.529411765;0.8;0.12543554
M;SISU;AC;Desistente;IE17;2012;15/02/2013;2013;;;;;;;;0.45;;;0.72;;2.416666667;6;1;1;0.024390244;0.166666667;0.2;0.013937282
M;PSC;AC;Formado;IE17;2013;16/08/2017;2017;;;;;;;;7.2;;6.17;8.19;;7.165833333;59;40;6;0.975609756;0.677966102;1.2;0.650406504
F;PSC;IndepRenda;Desistente;IE17;2014;06/03/2015;2015;;;;;;;;5.78;;1.6;1.73;2.09;5.15;10;6;4;0.146341463;0.6;0.8;0.117073171
M;PSC;AC;Desistente;IE17;2013;28/02/2016;2016;;549.3;653.2;586;671.5;740.0;640;0;;;0;;0.278333333;6;0;0;0;0;0;0
M;PSC;AC;Desistente;IE17;2013;19/07/2017;2017;;;;;;;;0.33;;;0.84;;0.375;9;0;0;0;0;0;0
M;SISU;AC;Desistente;IE17;2012;28/02/2016;2016;;;;;;;;0.89;;6.83;2.52;;5.8275;12;0;0;0;0;0;0
M;SISU;AC;Desistente;IE17;2014;04/07/2018;2018;;591.5;716.3;664.7;806.7;560.0;667.84;5.67;;;9.93;0;5.208;11;3;3;0.068181818;0.272727273;0.6;0.054545455
F;PSC;AC;Sem Evasão;IE17;2017;;;;;;;;;;6.33;;4.04;6.93;1.02;6.174545455;18;11;5;0.25;0.611111111;1;0.5
F;SISU;AC;Sem Evasão;IE17;2016;;;;627.8;671.6;556.6;749.6;560.0;633.12;8.15;;5.02;7.69;;6.834090909;55;20;3;0.454545455;0.363636364;0.6;0.606060606
M;PSC;AC;Sem Evasão;IE17;2013;;;;570.7;502.9;537.3;599.8;660.0;574.14;0.5;;3.5;6.18;;4.263846154;68;40;4;0.909090909;0.588235294;0.8;0.606060606
M;PSC;Renda;Sem Evasão;IE17;2018;;;;581.6;637.9;590.7;619.5;600.0;605.94;0;0;0;0.08;;1.634;12;2;1;0.045454545;0.166666667;0.2;0.181818182
M;PSC;AC;Sem Evasão;IE17;2017;;;;;;;;;;0;;;0;;0.265;6;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE17;2016;;;;594.5;652.5;637.9;796.6;640.0;664.3;6.22;;;5.15;6.79;5.921111111;27;16;5;0.363636364;0.592592593;1;0.484848485
M;PSC;IndepRenda;Sem Evasão;IE17;2016;;;;451;512.6;420.6;352.5;520.0;451.34;1.78;;0;0.4;0.66;2.73;30;9;1;0.204545455;0.3;0.2;0.272727273
M;PSC;AC;Sem Evasão;IE17;2018;;;;;;;;;;1.11;0.33;0;0.67;;3.415555556;12;3;1;0.068181818;0.25;0.2;0.272727273
M;PSE;Outro;Desistente;IE17;2015;12/12/2018;2018;;;;;;;;6.92;;7.5;1.55;;3.785555556;22;6;0;0.136363636;0.272727273;0;0.136363636
F;SISU;AC;Desistente;IE17;2015;04/07/2018;2018;;615.1;608.9;562.5;540.2;800.0;625.34;9.5;;;8.25;8.82;8.480588235;17;5;2;0.113636364;0.294117647;0.4;0.113636364
F;SISU;AC;Sem Evasão;IE17;2015;;;;569.8;629.6;618.7;551.2;840.0;641.86;5;;6;5.27;3.82;5.970714286;42;26;4;0.590909091;0.619047619;0.8;0.590909091
M;PSC;IndepRenda;Sem Evasão;IE17;2016;;;;;;;;;;0.22;;0;0.33;0.02;2.503333333;28;5;2;0.113636364;0.178571429;0.4;0.151515152
M;Outros;Outro;Sem Evasão;IE17;2016;;;;;;;;;;0.44;;;0.84;;3.608;5;2;2;0.045454545;0.4;0.4;0.060606061
M;PSC;IndepRenda;Sem Evasão;IE17;2016;;;;557.4;587.8;517.8;383.9;560.0;521.38;0;;0;0.87;0.76;2.841111111;27;8;3;0.181818182;0.296296296;0.6;0.242424242
F;PSC;AC;Desistente;IE17;2012;20/12/2018;2018;;;;;;;;7.89;;1;7.21;;6.923333333;66;27;6;0.613636364;0.409090909;1.2;0.350649351
M;SISU;AC;Sem Evasão;IE17;2013;;;;538.1;595.2;601.9;713.4;920.0;673.72;5.6;;0.5;6.4;;5.0625;41;11;6;0.25;0.268292683;1.2;0.166666667
F;PSC;AC;Sem Evasão;IE17;2016;;;;506.1;579;413.5;424.4;580.0;500.6;0.67;;0;0;0.84;2.811111111;25;7;3;0.159090909;0.28;0.6;0.212121212
M;SISU;AC;Sem Evasão;IE17;2016;;;;572.2;679.9;552.6;568.9;880.0;650.72;0;;0;0.07;1.07;1.265555556;27;5;1;0.113636364;0.185185185;0.2;0.151515152
M;SISU;IndepRenda;Sem Evasão;IE17;2017;;;;545;622.4;558.7;736.6;640.0;620.54;5.5;;5.75;7.25;;6.39826087;35;6;2;0.136363636;0.171428571;0.4;0.272727273
M;PSC;IndepRenda;Desistente;IE17;2013;04/07/2018;2018;;513.9;556.1;480;657.9;480.0;537.58;0.33;;;1.35;;1.178;18;1;0;0.022727273;0.055555556;0;0.015151515
F;SISU;AC;Sem Evasão;IE17;2018;;;;632.6;594.6;570.1;720.5;800.0;663.56;1.11;0.11;5;5.9;4.53;5.700833333;16;6;3;0.136363636;0.375;0.6;0.545454545
F;PSC;AC;Sem Evasão;IE17;2016;;;;652.1;662.2;617.8;589.9;700.0;644.4;7;;0.6;5.91;7.01;5.607;34;22;5;0.5;0.647058824;1;0.666666667
M;SISU;IndepRenda;Sem Evasão;IE17;2018;;;;609.3;613.5;605;741.2;640.0;641.8;5.18;6.69;1.22;1.47;;5.594545455;16;8;3;0.181818182;0.5;0.6;0.727272727
M;SISU;AC;Sem Evasão;IE17;2018;;;;593.8;640.6;636.2;726.7;740.0;667.46;5.03;7.4;8.67;0.96;9.8;6.009333333;16;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE17;2016;;;;640.3;676.6;483.4;511.7;880.0;638.4;6;;0;7.53;;6.586521739;46;18;3;0.409090909;0.391304348;0.6;0.545454545
M;PSC;AC;Sem Evasão;IE17;2017;;;;;;;;;;3.1;;0;0.33;0.03;2.33;19;4;1;0.090909091;0.210526316;0.2;0.181818182
M;PSC;AC;Sem Evasão;IE17;2017;;;;593.1;612.6;485;449;460.0;519.94;4;;0.1;0.44;0.38;4.1125;19;5;3;0.113636364;0.263157895;0.6;0.227272727
F;PSC;AC;Formado;IE17;2015;21/02/2019;2019;;;;;;;;5.83;;5.83;8.02;5.2;6.835454545;49;41;5;0.931818182;0.836734694;1;0.931818182
M;SISU;AC;Sem Evasão;IE17;2018;;;;664.5;679.1;646.2;710.7;680.0;676.1;6.34;5.47;0;9.1;7.57;7.417;14;9;4;0.204545455;0.642857143;0.8;0.818181818
M;SISU;IndepRenda;Sem Evasão;IE17;2018;;;;578.6;705.9;550.6;666.9;740.0;648.4;0;;;0;;0;4;0;0;0;0;0;0
M;PSC;AC;Formado;IE17;2013;11/09/2018;2018;;;;;;;;1.17;;5.33;5.6;;6.1275;58;39;4;0.886363636;0.672413793;0.8;0.590909091
M;SISU;AC;Sem Evasão;IE17;2016;;;;662.4;703.5;654.9;746.5;600.0;673.46;9.72;;8.7;7.08;6.89;8.680909091;23;11;5;0.25;0.47826087;1;0.333333333
M;PSE;Outro;Desistente;IE17;2015;04/07/2018;2018;;;;;;;;0;;10;0;;3.188888889;9;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE17;2015;;;;637.6;736.8;547.3;518.8;800.0;648.1;0;;0;0;0.18;0.518;25;1;0;0.022727273;0.04;0;0.022727273
M;PSC;Renda;Desistente;IE17;2015;20/12/2018;2018;;;;;;;;0;;0;0.45;0.45;1.367777778;10;1;0;0.022727273;0.1;0;0.022727273
M;PSC;AC;Sem Evasão;IE17;2017;;;;;;;;;;5;;0;7.17;5.87;6.045454545;24;15;5;0.340909091;0.625;1;0.681818182
M;SISU;IndepRenda;Sem Evasão;IE17;2017;;;;617.7;621.2;541.7;756;660.0;639.32;8;;8;5.79;0.88;5.592222222;24;5;3;0.113636364;0.208333333;0.6;0.227272727
M;PSC;IndepRenda;Sem Evasão;IE17;2016;;;;;;;;;;1.11;;0;2.11;1.09;3.581111111;28;12;3;0.272727273;0.428571429;0.6;0.363636364
M;SISU;Renda;Sem Evasão;IE17;2018;;;;571.8;621.7;603.9;639.2;720.0;631.32;5;;5;6;0.96;4.353333333;12;3;3;0.068181818;0.25;0.6;0.272727273
M;PSC;AC;Sem Evasão;IE17;2014;;;;645.1;650.1;596.8;676.2;600.0;633.64;5.11;;3;9.09;5.48;6.682;47;9;5;0.204545455;0.191489362;1;0.163636364
F;PSC;Renda;Sem Evasão;IE17;2017;;;;;;;;;;2.33;;2.01;0.5;0.37;3.214166667;22;6;2;0.136363636;0.272727273;0.4;0.272727273
M;PSC;AC;Sem Evasão;IE17;2015;;;;;;;;;;7.67;;5.44;6.68;5.69;7.010833333;57;27;5;0.613636364;0.473684211;1;0.613636364
F;SISU;AC;Sem Evasão;IE17;2018;;;;590.7;679.3;638.5;741.1;660.0;661.92;8.35;5.84;;4.43;;4.507777778;12;2;2;0.045454545;0.166666667;0.4;0.181818182
M;SISU;AC;Sem Evasão;IE17;2018;;;;601;725.3;653.9;727.2;660.0;673.48;0;0;;1.43;;0.57;7;0;0;0;0;0;0
M;PSC;IndepRenda;Desistente;IE17;2015;04/07/2018;2018;;;;;;;;0;;;0;;0.254;8;0;0;0;0;0;0
M;PSC;AC;Sem Evasão;IE17;2014;;;;;;;;;;8;;0.27;0.33;0.05;3.764;33;5;2;0.113636364;0.151515152;0.4;0.090909091
M;PSE;Outro;Sem Evasão;IE17;2015;;;;;;;;;;6;;8.53;7.78;4.6;7.064375;44;23;5;0.522727273;0.522727273;1;0.522727273
M;SISU;AC;Desistente;IE17;2012;13/01/2017;2017;;;;;;;;8.67;;5.67;5.87;;5.845833333;57;31;6;0.704545455;0.543859649;1.2;0.402597403
M;PSC;AC;Formado;IE17;2014;11/09/2018;2018;;;;;;;;7.55;;6.77;8.11;7.87;7.846;48;41;5;0.931818182;0.854166667;1;0.745454545
M;SISU;AC;Sem Evasão;IE17;2013;;;;495.7;598.4;596.5;796.5;500.0;597.42;6.13;;7.4;8.04;;6.389166667;67;33;4;0.75;0.492537313;0.8;0.5
M;SISU;Renda;Sem Evasão;IE17;2017;;;;642.2;611.3;582.7;578;780.0;638.84;0.33;;0;0.61;;2.45;12;3;1;0.068181818;0.25;0.2;0.136363636
M;SISU;Renda;Sem Evasão;IE17;2017;;;;576.5;640.2;652.8;651;720.0;648.1;0;;0;0;;0.46;9;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE17;2015;;;;599.5;649.1;585.3;692.3;620.0;629.24;7.5;;6.83;9.33;7.5;8.300909091;46;36;5;0.818181818;0.782608696;1;0.818181818
M;SISU;AC;Sem Evasão;IE17;2014;;;;374.3;590.6;529.3;748.7;940.0;636.58;9.11;;0.33;1.93;0.14;5.055;28;8;4;0.181818182;0.285714286;0.8;0.145454545
M;PSE;Outro;Sem Evasão;IE17;2015;;;;;;;;;;7.92;;6.01;9.5;;5.238571429;40;19;0;0.431818182;0.475;0;0.431818182
M;SISU;AC;Desistente;IE17;2014;20/12/2018;2018;;551.7;619.3;544.8;640.5;920.0;655.26;7.33;;0;1.47;0;3.538888889;16;7;4;0.159090909;0.4375;0.8;0.127272727
F;SISU;Renda;Sem Evasão;IE17;2016;;;;544;628.4;523.9;592;640.0;585.66;6.11;;0.2;2.11;2.13;5.078;34;17;3;0.386363636;0.5;0.6;0.515151515
M;PSC;AC;Sem Evasão;IE17;2018;;;;578;666.7;638.8;817.9;980.0;736.28;8.84;10;8.17;8.22;7.49;8.855;16;10;4;0.227272727;0.625;0.8;0.909090909
M;PSC;AC;Sem Evasão;IE17;2016;;;;598.4;610.9;541.1;621.5;520.0;578.38;0.22;;0;0;0.02;2.281111111;26;8;1;0.181818182;0.307692308;0.2;0.242424242
M;SISU;Renda;Sem Evasão;IE17;2017;;;;603.5;615.7;596.3;582.2;560.0;591.54;1.67;;0.69;0.53;0.02;3.019090909;16;3;2;0.068181818;0.1875;0.4;0.136363636
F;PSC;Renda;Sem Evasão;IE17;2018;;;;556.6;601;556.7;570.8;580.0;573.02;0.67;0.16;1.56;0.13;;2.77;12;3;1;0.068181818;0.25;0.2;0.272727273
M;SISU;IndepRenda;Sem Evasão;IE17;2016;;;;614.7;669.6;561.1;762.2;560.0;633.52;10;;7.7;8.81;8.22;8.473;43;19;5;0.431818182;0.441860465;1;0.575757576
M;PSC;IndepRenda;Desistente;IE17;2015;04/07/2018;2018;;510.3;590;416.9;386.6;620.0;504.76;0;;0;0.67;0.4;1.235;10;1;0;0.022727273;0.1;0;0.022727273
M;PSC;AC;Sem Evasão;IE17;2015;;;;;;;;;;0;;;4;5.18;5.364615385;52;15;2;0.340909091;0.288461538;0.4;0.340909091
M;PSC;Renda;Sem Evasão;IE17;2017;;;;;;;;;;5.5;;0.33;7.77;0;4.614444444;18;5;4;0.113636364;0.277777778;0.8;0.227272727
M;PSC;AC;Sem Evasão;IE17;2015;;;;;;;;;;2.33;;2.11;1.67;2.21;4.171538462;32;6;2;0.136363636;0.1875;0.4;0.136363636
M;SISU;AC;Desistente;IE17;2015;04/07/2018;2018;;616.2;668.9;631.6;694.9;600.0;642.32;0;;;0;;0;5;0;0;0;0;0;0
M;SISU;Renda;Sem Evasão;IE17;2014;;;;459.6;693.7;493.6;682.5;820.0;629.88;0;;0.5;0;1.31;3.3025;56;30;0;0.681818182;0.535714286;0;0.545454545
F;SISU;AC;Sem Evasão;IE17;2017;;;;610;657.3;607;735.4;680.0;657.94;7.5;;9.01;10;9.2;8.564;32;14;3;0.318181818;0.4375;0.6;0.636363636
M;SISU;Renda;Sem Evasão;IE17;2014;;;;609.5;658.5;533;613.6;540.0;590.92;5.78;;0.17;5.22;;5.078666667;55;6;1;0.136363636;0.109090909;0.2;0.109090909
M;PSC;AC;Sem Evasão;IE17;2013;;;;515.5;605.1;595.1;709.8;480.0;581.1;2.67;;0.17;0.96;;5.733333333;68;33;4;0.75;0.485294118;0.8;0.5
M;PSE;Outro;Sem Evasão;IE17;2015;;;;;;;;;;0;;1.61;6.38;6.03;5.047692308;34;9;2;0.204545455;0.264705882;0.4;0.204545455
M;PSC;IndepRenda;Sem Evasão;IE17;2017;;;;;;;;;;3.5;;0.44;2.49;0.07;3.0075;23;7;1;0.159090909;0.304347826;0.2;0.318181818
M;PSC;AC;Sem Evasão;IE17;2018;;;;581.1;591.2;537.7;560.7;720.0;598.14;5.94;5.01;2.44;6.89;2.6;5.916666667;12;7;4;0.159090909;0.583333333;0.8;0.636363636
M;SISU;AC;Formado;IE17;2014;21/02/2019;2019;;642.9;667.8;564.9;666.1;660.0;640.34;6.22;;5.87;7.4;;6.226818182;55;24;3;0.545454545;0.436363636;0.6;0.436363636
M;PSC;AC;Sem Evasão;IE17;2014;;;;;;;;;;6.22;;0.27;0.49;0.22;3.707777778;22;9;4;0.204545455;0.409090909;0.8;0.163636364
M;SISU;AC;Sem Evasão;IE17;2018;;;;553.6;637.7;650.4;700.4;700.0;648.42;5.27;1.16;1.67;5.31;2.92;4.258;14;5;4;0.113636364;0.357142857;0.8;0.454545455
F;PSC;Renda;Sem Evasão;IE17;2015;;;;;;;;;;0;;;0.33;0.79;2.260909091;21;2;1;0.045454545;0.095238095;0.2;0.045454545
F;PSC;Renda;Formado;IE17;2014;11/09/2018;2018;;483.1;495.3;488.5;565.4;520.0;510.46;8.67;;2.47;5.43;4.01;6.317272727;58;41;5;0.931818182;0.706896552;1;0.745454545
M;PSC;AC;Sem Evasão;IE17;2014;;;;519.7;496;581.3;598;680.0;575;7.45;;0;0.85;1.2;4.739;33;16;4;0.363636364;0.484848485;0.8;0.290909091
M;SISU;AC;Sem Evasão;IE17;2013;;;;609.3;658.4;624.5;716.4;660.0;653.72;6.27;;5;1.33;;5.2;52;11;3;0.25;0.211538462;0.6;0.166666667
M;SISU;AC;Sem Evasão;IE17;2014;;;;649.5;646.6;632.2;625.3;660.0;642.72;8.45;;7.43;9.31;5.88;8.614;50;32;5;0.727272727;0.64;1;0.581818182
M;SISU;AC;Sem Evasão;IE17;2015;;;;568.1;581.6;589.3;657.9;780.0;635.38;5;;0.39;7.19;5.05;5.590909091;43;32;5;0.727272727;0.744186047;1;0.727272727
M;SISU;Renda;Sem Evasão;IE17;2017;;;;586.3;580.6;588;722.2;560.0;607.42;5.5;;0.44;8.07;5.1;5.988181818;15;8;5;0.181818182;0.533333333;1;0.363636364
M;PSC;AC;Desistente;IE17;2014;20/12/2018;2018;;;;;;;;6;;2.1;5.02;1.26;5.118;19;7;5;0.159090909;0.368421053;1;0.127272727
M;PSC;AC;Sem Evasão;IE17;2015;;;;578;633.2;477.3;430.4;640.0;551.78;1.33;;;1.68;3.27;4.8575;44;28;2;0.636363636;0.636363636;0.4;0.636363636
M;PSC;IndepRenda;Desistente;IE17;2016;17/08/2018;2018;;;;;;;;0;;1.67;0;0.78;0.245;19;0;0;0;0;0;0
M;PSC;AC;Sem Evasão;IE17;2016;;;;631.1;666.4;570.5;585.9;740.0;638.78;0.22;;0;0;0;2.548888889;16;4;3;0.090909091;0.25;0.6;0.121212121
M;SISU;AC;Formado;IE17;2013;11/09/2018;2018;;551.2;654.3;573.2;664.9;740.0;636.72;5.23;;6.5;7.2;;7.216666667;66;38;6;0.863636364;0.575757576;1.2;0.575757576
M;SISU;AC;Sem Evasão;IE17;2017;;;;610.2;610.7;459;673.7;720.0;614.72;3.67;;1.62;7.13;3.35;5.150833333;19;7;3;0.159090909;0.368421053;0.6;0.318181818
M;PSC;Renda;Sem Evasão;IE17;2018;;;;566.6;618;499.2;653.3;520.0;571.42;3.53;0.98;1.11;2.23;;5.049090909;16;6;1;0.136363636;0.375;0.2;0.545454545
M;SISU;IndepRenda;Desistente;IE17;2015;04/07/2018;2018;;620.2;694.9;566.9;696;580.0;631.6;0;;;0;;0;5;0;0;0;0;0;0
M;SISU;IndepRenda;Sem Evasão;IE17;2018;;;;594.9;610.7;593.5;733.9;600.0;626.6;0.89;;;1.33;;1.01;6;0;0;0;0;0;0
M;PSC;IndepRenda;Sem Evasão;IE17;2015;;;;;;;;;;1.33;;0;0.33;2.43;3.054615385;49;21;2;0.477272727;0.428571429;0.4;0.477272727
M;SISU;AC;Desistente;IE17;2014;20/12/2018;2018;;667.3;649.3;597.8;777;600.0;658.28;9;;7.43;6.4;7.61;7.884;27;20;5;0.454545455;0.740740741;1;0.363636364
M;SISU;AC;Desistente;IE17;2012;04/07/2018;2018;;;;;;;;8.11;;;1.12;;5.71;62;24;3;0.545454545;0.387096774;0.6;0.311688312
M;PSC;Renda;Sem Evasão;IE17;2018;;;;;;;;;;1.4;1.49;1.11;7.51;2.93;4.089;13;3;2;0.068181818;0.230769231;0.4;0.272727273
M;PSC;IndepRenda;Sem Evasão;IE17;2017;;;;;;;;;;0.33;;0;1.83;0;3.060909091;18;4;2;0.090909091;0.222222222;0.4;0.181818182
M;SISU;AC;Sem Evasão;IE17;2017;;;;688.4;620;632.5;746;660.0;669.38;8.77;;0;7.17;0.93;4.339090909;20;4;4;0.090909091;0.2;0.8;0.181818182
M;PSC;Renda;Sem Evasão;IE17;2018;;;;;;;;;;0.13;0;0;0.83;;1.06;10;0;0;0;0;0;0
M;SISU;Renda;Sem Evasão;IE17;2018;;;;550;661.8;581.4;700.6;540.0;606.76;6.6;5.07;5.52;8.53;7.8;7.177692308;18;8;4;0.181818182;0.444444444;0.8;0.727272727
F;SISU;Renda;Sem Evasão;IE17;2016;;;;587.2;619.2;568.2;612.4;820.0;641.4;0.22;;;0.32;;2.408;19;3;2;0.068181818;0.157894737;0.4;0.090909091
M;PSC;Renda;Sem Evasão;IE17;2017;;;;;;;;;;2;;0;0;0;2.817;22;8;2;0.181818182;0.363636364;0.4;0.363636364
M;SISU;AC;Sem Evasão;IE17;2015;;;;556.2;659.9;596.4;772.6;660.0;649.02;3.83;;5.4;7.3;;6.972777778;36;12;3;0.272727273;0.333333333;0.6;0.272727273
M;PSC;IndepRenda;Sem Evasão;IE17;2018;;;;;;;;;;0.62;0.22;0;4.76;;4.261;12;5;1;0.113636364;0.416666667;0.2;0.454545455
M;Outros;Outro;Sem Evasão;IE17;2015;;;;;;;;;;;;0;8.75;0.18;2.865;15;3;0;0.068181818;0.2;0;0.068181818
M;PSC;Renda;Sem Evasão;IE17;2016;;;;;;;;;;0.22;;0;0.25;;1.891666667;17;3;1;0.068181818;0.176470588;0.2;0.090909091
M;PSE;Outro;Formado;IE17;2012;21/02/2019;2019;;;;;;;;6.77;;5.7;;;7.332727273;73;37;2;0.840909091;0.506849315;0.4;0.480519481
M;PSC;AC;Sem Evasão;IE17;2017;;;;;;;;;;9;;6.51;8.27;7.28;7.81;29;20;5;0.454545455;0.689655172;1;0.909090909
M;SISU;IndepRenda;Sem Evasão;IE17;2016;;;;582.5;641.4;632.8;694.5;660.0;642.24;5;;0.33;5.9;5.07;6.317;38;26;5;0.590909091;0.684210526;1;0.787878788
M;SISU;Renda;Sem Evasão;IE17;2018;;;;569.1;623.2;536.7;672.7;740.0;628.34;2.18;0.51;0;6.73;1.23;3.098;14;4;3;0.090909091;0.285714286;0.6;0.363636364
M;SISU;AC;Sem Evasão;IE17;2016;;;;574.4;629.1;588.4;724.6;740.0;651.3;9;;8.5;7.5;;7.105;44;27;2;0.613636364;0.613636364;0.4;0.818181818
M;SISU;AC;Sem Evasão;IE17;2014;;;;594.9;634.9;541.1;690.8;860.0;664.34;6.45;;5.7;9.75;5.41;6.878;47;21;4;0.477272727;0.446808511;0.8;0.381818182
F;SISU;AC;Sem Evasão;IE17;2018;;;;614.2;664.5;591.5;688.1;780.0;667.66;8.96;8.83;5.06;8.85;6.74;8.286;15;10;4;0.227272727;0.666666667;0.8;0.909090909
F;PSE;Outro;Sem Evasão;IE17;2015;;;;614.4;609.8;566.7;571.5;560.0;584.48;0;;0;1.51;0.21;2.744;11;1;0;0.022727273;0.090909091;0;0.022727273
F;PSC;IndepRenda;Sem Evasão;IE17;2018;;;;;;;;;;5.09;2.89;1.11;5.28;1.52;4.782222222;13;6;4;0.136363636;0.461538462;0.8;0.545454545
M;SISU;Renda;Sem Evasão;IE17;2017;;;;596.2;640.2;613.4;638.7;700.0;637.7;0;;;0;0;0.61125;13;0;0;0;0;0;0
M;SISU;IndepRenda;Desistente;IE17;2015;04/07/2018;2018;;600.8;633.7;603.9;664;680.0;636.48;1.33;;;1.8;;1.61;5;0;0;0;0;0;0
M;SISU;Renda;Sem Evasão;IE17;2018;;;;486.6;517;605.7;576.6;640.0;565.18;5.9;0;5.3;2.93;;5.395;17;3;1;0.068181818;0.176470588;0.2;0.272727273
M;PSC;AC;Sem Evasão;IE17;2016;;;;;;;;;;0.22;;0;0.71;0;1.411111111;10;1;1;0.022727273;0.1;0.2;0.03030303
F;SISU;AC;Desistente;IE17;2017;07/01/2019;2019;;596.2;618.8;614.3;672.9;800.0;660.44;3.93;;5.97;3.4;0.15;5.562307692;17;5;3;0.113636364;0.294117647;0.6;0.227272727
M;SISU;AC;Sem Evasão;IE17;2014;;;;519.5;645.9;534.3;732.4;760.0;638.42;9.1;;9.6;6.2;;5.691818182;44;4;2;0.090909091;0.090909091;0.4;0.072727273
M;PSC;AC;Sem Evasão;IE17;2017;;;;;;;;;;0.5;;0;4.2;0.2;3.598333333;24;7;2;0.159090909;0.291666667;0.4;0.318181818
